L1,L2,L3,L4,R1,R2,R3,R4,R5
C5,,,,NPY2R,,,,
C5,,,,MTNR1B,,,,
C5,,,,CXCR3,,,,
C5,,,,AGTR2,,,,
C5,,,,NPY4R,,,,
C5,,,,CCR3,,,,
C5,,,,CCR4,,,,
C5,,,,CCR5,,,,
C5,,,,CCR6,,,,
C5,,,,CCR8,,,,
C5,,,,CCR9,,,,
C5,,,,CXCR4,,,,
C5,,,,GRM4,,,,
C5,,,,P2RY14,,,,
C5,,,,NPY5R,,,,
C5,,,,C3AR1,,,,
C5,,,,RXFP4,,,,
C5,,,,LPAR1,,,,
C5,,,,MCHR1,,,,
C5,,,,NMUR2,,,,
C5,,,,HRH4,,,,
C5,,,,NMUR1,,,,
C5,,,,LPAR2,,,,
C5,,,,RXFP3,,,,
C5,,,,HRH3,,,,
C5,,,,PTGDR2,,,,
KNG1,,,,HTR1A,,,,
KNG1,,,,TACR2,,,,
KNG1,,,,FPR1,,,,
KNG1,,,,C5AR1,,,,
KNG1,,,,EDNRB,,,,
KNG1,,,,CXCR1,,,,
KNG1,,,,CXCR2,,,,
KNG1,,,,FPR2,,,,
KNG1,,,,EDNRA,,,,
KNG1,,,,TACR1,,,,
KNG1,,,,ACKR3,,,,
KNG1,,,,F2R,,,,
KNG1,,,,NPY1R,,,,
KNG1,,,,HTR1D,,,,
KNG1,,,,HTR1B,,,,
KNG1,,,,HTR2A,,,,
KNG1,,,,HTR2C,,,,
KNG1,,,,NMBR,,,,
KNG1,,,,TACR3,,,,
KNG1,,,,GRPR,,,,
KNG1,,,,AGTR1,,,,
KNG1,,,,OXTR,,,,
KNG1,,,,SSTR1,,,,
KNG1,,,,SSTR2,,,,
KNG1,,,,HTR1F,,,,
KNG1,,,,GNRHR,,,,
KNG1,,,,NTSR1,,,,
KNG1,,,,SSTR4,,,,
KNG1,,,,CCKAR,,,,
KNG1,,,,CCKBR,,,,
KNG1,,,,CCR1,,,,
KNG1,,,,CCR7,,,,
KNG1,,,,CXCR5,,,,
KNG1,,,,SSTR3,,,,
KNG1,,,,TRHR,,,,
KNG1,,,,SSTR5,,,,
KNG1,,,,OPRM1,,,,
KNG1,,,,APLNR,,,,
KNG1,,,,AVPR1A,,,,
KNG1,,,,OPRD1,,,,
KNG1,,,,OPRK1,,,,
KNG1,,,,OPRL1,,,,
KNG1,,,,HTR2B,,,,
KNG1,,,,CCR2,,,,
KNG1,,,,CCR10,,,,
KNG1,,,,XCR1,,,,
KNG1,,,,GALR1,,,,
KNG1,,,,GCGR,,,,
KNG1,,,,HTR5A,,,,
KNG1,,,,AVPR1B,,,,
KNG1,,,,NPBWR1,,,,
KNG1,,,,NPY2R,,,,
KNG1,,,,MTNR1B,,,,
KNG1,,,,CXCR3,,,,
KNG1,,,,AGTR2,,,,
KNG1,,,,NPY4R,,,,
KNG1,,,,CCR3,,,,
KNG1,,,,CCR4,,,,
KNG1,,,,CCR5,,,,
KNG1,,,,CCR6,,,,
KNG1,,,,CCR8,,,,
KNG1,,,,CCR9,,,,
KNG1,,,,F2RL1,,,,
KNG1,,,,CXCR4,,,,
KNG1,,,,GRM4,,,,
KNG1,,,,P2RY14,,,,
KNG1,,,,NPY5R,,,,
KNG1,,,,C3AR1,,,,
KNG1,,,,NPSR1,,,,
KNG1,,,,PROKR2,,,,
KNG1,,,,PROKR1,,,,
KNG1,,,,LPAR1,,,,
KNG1,,,,GHSR,,,,
KNG1,,,,KISS1R,,,,
KNG1,,,,QRFPR,,,,
KNG1,,,,F2RL3,,,,
KNG1,,,,LPAR4,,,,
KNG1,,,,MCHR1,,,,
KNG1,,,,NMUR2,,,,
KNG1,,,,NPFFR1,,,,
KNG1,,,,HRH4,,,,
KNG1,,,,NMUR1,,,,
KNG1,,,,LPAR2,,,,
KNG1,,,,RXFP3,,,,
KNG1,,,,UTS2R,,,,
KNG1,,,,HRH3,,,,
KNG1,,,,NPFFR2,,,,
KNG1,,,,PTGDR2,,,,
EGF,,,,CD4,,,,
EGF,,,,TFRC,,,,
EGF,,,,IGF2R,,,,
EGF,,,,AVPR2,,,,
EGF,,,,FZD4,,,,
TGFB1,,,,BAMBI,,,,
NGF,,,,NCSTN,,,,
GNRH1,,,,TACR2,,,,
GNRH1,,,,FPR2,,,,
GNRH1,,,,EDNRA,,,,
GNRH1,,,,TACR1,,,,
GNRH1,,,,F2R,,,,
GNRH1,,,,HTR2A,,,,
GNRH1,,,,AGTR1,,,,
GNRH1,,,,OXTR,,,,
GNRH1,,,,NTSR1,,,,
GNRH1,,,,CCKBR,,,,
GNRH1,,,,BDKRB1,,,,
GNRH1,,,,F2RL1,,,,
GNRH1,,,,NPSR1,,,,
GNRH1,,,,PROKR2,,,,
GNRH1,,,,PROKR1,,,,
GNRH1,,,,LPAR1,,,,
GNRH1,,,,GHSR,,,,
GNRH1,,,,KISS1R,,,,
GNRH1,,,,LPAR4,,,,
GNRH1,,,,LPAR2,,,,
GNRH1,,,,NPFFR2,,,,
OXT,,,,TACR2,,,,
OXT,,,,EDNRB,,,,
OXT,,,,FPR2,,,,
OXT,,,,EDNRA,,,,
OXT,,,,TACR1,,,,
OXT,,,,F2R,,,,
OXT,,,,HTR2A,,,,
OXT,,,,HTR2C,,,,
OXT,,,,NMBR,,,,
OXT,,,,TACR3,,,,
OXT,,,,BDKRB2,,,,
OXT,,,,GRPR,,,,
OXT,,,,AGTR1,,,,
OXT,,,,GNRHR,,,,
OXT,,,,NTSR1,,,,
OXT,,,,CCKAR,,,,
OXT,,,,CCKBR,,,,
OXT,,,,TRHR,,,,
OXT,,,,HRH1,,,,
OXT,,,,HTR2B,,,,
OXT,,,,XCR1,,,,
OXT,,,,BDKRB1,,,,
OXT,,,,GCGR,,,,
OXT,,,,F2RL1,,,,
OXT,,,,NPSR1,,,,
OXT,,,,PROKR2,,,,
OXT,,,,PROKR1,,,,
OXT,,,,LPAR1,,,,
OXT,,,,GHSR,,,,
OXT,,,,KISS1R,,,,
OXT,,,,QRFPR,,,,
OXT,,,,F2RL3,,,,
OXT,,,,LPAR4,,,,
OXT,,,,MCHR1,,,,
OXT,,,,NMUR2,,,,
OXT,,,,NPFFR1,,,,
OXT,,,,NMUR1,,,,
OXT,,,,LPAR2,,,,
OXT,,,,UTS2R,,,,
OXT,,,,NPFFR2,,,,
AVP,,,,CD4,,,,
AVP,,,,TFRC,,,,
AVP,,,,IGF2R,,,,
AVP,,,,TACR2,,,,
AVP,,,,LHCGR,,,,
AVP,,,,FSHR,,,,
AVP,,,,EDNRB,,,,
AVP,,,,HRH2,,,,
AVP,,,,FPR2,,,,
AVP,,,,EDNRA,,,,
AVP,,,,TACR1,,,,
AVP,,,,F2R,,,,
AVP,,,,HTR2A,,,,
AVP,,,,HTR2C,,,,
AVP,,,,NMBR,,,,
AVP,,,,TACR3,,,,
AVP,,,,BDKRB2,,,,
AVP,,,,GRPR,,,,
AVP,,,,AGTR1,,,,
AVP,,,,GNRHR,,,,
AVP,,,,CALCR,,,,
AVP,,,,NTSR1,,,,
AVP,,,,CCKAR,,,,
AVP,,,,CCKBR,,,,
AVP,,,,MC4R,,,,
AVP,,,,MC5R,,,,
AVP,,,,HTR7,,,,
AVP,,,,TRHR,,,,
AVP,,,,CRHR1,,,,
AVP,,,,HRH1,,,,
AVP,,,,VIPR2,,,,
AVP,,,,HTR2B,,,,
AVP,,,,MC3R,,,,
AVP,,,,GLP1R,,,,
AVP,,,,XCR1,,,,
AVP,,,,BDKRB1,,,,
AVP,,,,GCGR,,,,
AVP,,,,SCTR,,,,
AVP,,,,GIPR,,,,
AVP,,,,PTH2R,,,,
AVP,,,,HTR6,,,,
AVP,,,,F2RL1,,,,
AVP,,,,MC2R,,,,
AVP,,,,MC1R,,,,
AVP,,,,GHRHR,,,,
AVP,,,,CRHR2,,,,
AVP,,,,HTR4,,,,
AVP,,,,CALCRL,,,,
AVP,,,,NPSR1,,,,
AVP,,,,PROKR2,,,,
AVP,,,,PROKR1,,,,
AVP,,,,RXFP2,,,,
AVP,,,,LPAR1,,,,
AVP,,,,GHSR,,,,
AVP,,,,KISS1R,,,,
AVP,,,,QRFPR,,,,
AVP,,,,F2RL3,,,,
AVP,,,,LPAR4,,,,
AVP,,,,MCHR1,,,,
AVP,,,,NMUR2,,,,
AVP,,,,NPFFR1,,,,
AVP,,,,NMUR1,,,,
AVP,,,,LPAR2,,,,
AVP,,,,RXFP1,,,,
AVP,,,,UTS2R,,,,
AVP,,,,FZD4,,,,
AVP,,,,NPFFR2,,,,
POMC,,,,HTR1A,,,,
POMC,,,,FPR1,,,,
POMC,,,,C5AR1,,,,
POMC,,,,LHCGR,,,,
POMC,,,,FSHR,,,,
POMC,,,,HRH2,,,,
POMC,,,,CXCR1,,,,
POMC,,,,CXCR2,,,,
POMC,,,,FPR2,,,,
POMC,,,,ACKR3,,,,
POMC,,,,NPY1R,,,,
POMC,,,,HTR1D,,,,
POMC,,,,HTR1B,,,,
POMC,,,,BDKRB2,,,,
POMC,,,,AVPR2,,,,
POMC,,,,SSTR1,,,,
POMC,,,,SSTR2,,,,
POMC,,,,HTR1F,,,,
POMC,,,,CALCR,,,,
POMC,,,,SSTR4,,,,
POMC,,,,CCR1,,,,
POMC,,,,CCR7,,,,
POMC,,,,CXCR5,,,,
POMC,,,,SSTR3,,,,
POMC,,,,HTR7,,,,
POMC,,,,CRHR1,,,,
POMC,,,,SSTR5,,,,
POMC,,,,APLNR,,,,
POMC,,,,VIPR2,,,,
POMC,,,,CCR2,,,,
POMC,,,,GLP1R,,,,
POMC,,,,CCR10,,,,
POMC,,,,BDKRB1,,,,
POMC,,,,GALR1,,,,
POMC,,,,GCGR,,,,
POMC,,,,SCTR,,,,
POMC,,,,HTR5A,,,,
POMC,,,,NPBWR1,,,,
POMC,,,,GIPR,,,,
POMC,,,,NPY2R,,,,
POMC,,,,PTH2R,,,,
POMC,,,,MTNR1B,,,,
POMC,,,,CXCR3,,,,
POMC,,,,AGTR2,,,,
POMC,,,,NPY4R,,,,
POMC,,,,HTR6,,,,
POMC,,,,CCR3,,,,
POMC,,,,CCR4,,,,
POMC,,,,CCR5,,,,
POMC,,,,CCR6,,,,
POMC,,,,CCR8,,,,
POMC,,,,CCR9,,,,
POMC,,,,CXCR4,,,,
POMC,,,,GHRHR,,,,
POMC,,,,CRHR2,,,,
POMC,,,,HTR4,,,,
POMC,,,,GRM4,,,,
POMC,,,,P2RY14,,,,
POMC,,,,NPY5R,,,,
POMC,,,,C3AR1,,,,
POMC,,,,CALCRL,,,,
POMC,,,,NPSR1,,,,
POMC,,,,RXFP4,,,,
POMC,,,,RXFP2,,,,
POMC,,,,LPAR1,,,,
POMC,,,,MCHR1,,,,
POMC,,,,NMUR2,,,,
POMC,,,,HRH4,,,,
POMC,,,,NMUR1,,,,
POMC,,,,LPAR2,,,,
POMC,,,,RXFP1,,,,
POMC,,,,RXFP3,,,,
POMC,,,,HRH3,,,,
POMC,,,,PTGDR2,,,,
PENK,,,,HTR1A,,,,
PENK,,,,FPR2,,,,
PENK,,,,ACKR3,,,,
PENK,,,,CCR1,,,,
PENK,,,,CCR7,,,,
PENK,,,,APLNR,,,,
PENK,,,,CCR2,,,,
PENK,,,,BDKRB1,,,,
PENK,,,,MTNR1B,,,,
PENK,,,,AGTR2,,,,
PENK,,,,CCR6,,,,
PENK,,,,CXCR4,,,,
PENK,,,,GRM4,,,,
PENK,,,,LPAR1,,,,
PENK,,,,LPAR2,,,,
PENK,,,,HRH3,,,,
PDYN,,,,HTR1A,,,,
PDYN,,,,FPR1,,,,
PDYN,,,,C5AR1,,,,
PDYN,,,,CXCR1,,,,
PDYN,,,,CXCR2,,,,
PDYN,,,,FPR2,,,,
PDYN,,,,ACKR3,,,,
PDYN,,,,NPY1R,,,,
PDYN,,,,HTR1D,,,,
PDYN,,,,HTR1B,,,,
PDYN,,,,BDKRB2,,,,
PDYN,,,,SSTR1,,,,
PDYN,,,,SSTR2,,,,
PDYN,,,,HTR1F,,,,
PDYN,,,,SSTR4,,,,
PDYN,,,,CCR1,,,,
PDYN,,,,CCR7,,,,
PDYN,,,,CXCR5,,,,
PDYN,,,,SSTR3,,,,
PDYN,,,,SSTR5,,,,
PDYN,,,,APLNR,,,,
PDYN,,,,CCR2,,,,
PDYN,,,,CCR10,,,,
PDYN,,,,BDKRB1,,,,
PDYN,,,,GALR1,,,,
PDYN,,,,HTR5A,,,,
PDYN,,,,NPBWR1,,,,
PDYN,,,,NPY2R,,,,
PDYN,,,,MTNR1B,,,,
PDYN,,,,CXCR3,,,,
PDYN,,,,AGTR2,,,,
PDYN,,,,NPY4R,,,,
PDYN,,,,CCR3,,,,
PDYN,,,,CCR4,,,,
PDYN,,,,CCR5,,,,
PDYN,,,,CCR6,,,,
PDYN,,,,CCR8,,,,
PDYN,,,,CCR9,,,,
PDYN,,,,CXCR4,,,,
PDYN,,,,GRM4,,,,
PDYN,,,,P2RY14,,,,
PDYN,,,,NPY5R,,,,
PDYN,,,,C3AR1,,,,
PDYN,,,,RXFP4,,,,
PDYN,,,,LPAR1,,,,
PDYN,,,,MCHR1,,,,
PDYN,,,,NMUR2,,,,
PDYN,,,,HRH4,,,,
PDYN,,,,NMUR1,,,,
PDYN,,,,LPAR2,,,,
PDYN,,,,RXFP3,,,,
PDYN,,,,HRH3,,,,
PDYN,,,,PTGDR2,,,,
CGA,,,,HRH2,,,,
CGA,,,,CALCR,,,,
CGA,,,,MC4R,,,,
CGA,,,,CRHR1,,,,
CGA,,,,VIPR2,,,,
CGA,,,,MC3R,,,,
CGA,,,,GLP1R,,,,
CGA,,,,SCTR,,,,
CGA,,,,GIPR,,,,
CGA,,,,GHRHR,,,,
CGA,,,,CRHR2,,,,
CGA,,,,CALCRL,,,,
CGA,,,,NPSR1,,,,
TSHB,,,,LHCGR,,,,
TSHB,,,,FSHR,,,,
TSHB,,,,HRH2,,,,
TSHB,,,,CALCR,,,,
TSHB,,,,MC4R,,,,
TSHB,,,,CRHR1,,,,
TSHB,,,,VIPR2,,,,
TSHB,,,,MC3R,,,,
TSHB,,,,GLP1R,,,,
TSHB,,,,SCTR,,,,
TSHB,,,,GIPR,,,,
TSHB,,,,GHRHR,,,,
TSHB,,,,CRHR2,,,,
TSHB,,,,CALCRL,,,,
TSHB,,,,NPSR1,,,,
FSHB,,,,LHCGR,,,,
FSHB,,,,HRH2,,,,
FSHB,,,,AVPR2,,,,
FSHB,,,,CALCR,,,,
FSHB,,,,MC4R,,,,
FSHB,,,,MC5R,,,,
FSHB,,,,HTR7,,,,
FSHB,,,,CRHR1,,,,
FSHB,,,,VIPR2,,,,
FSHB,,,,MC3R,,,,
FSHB,,,,GLP1R,,,,
FSHB,,,,GCGR,,,,
FSHB,,,,SCTR,,,,
FSHB,,,,GIPR,,,,
FSHB,,,,PTH2R,,,,
FSHB,,,,HTR6,,,,
FSHB,,,,MC2R,,,,
FSHB,,,,MC1R,,,,
FSHB,,,,GHRHR,,,,
FSHB,,,,CRHR2,,,,
FSHB,,,,HTR4,,,,
FSHB,,,,CALCRL,,,,
FSHB,,,,NPSR1,,,,
FSHB,,,,RXFP2,,,,
FSHB,,,,RXFP1,,,,
LHB,,,,FSHR,,,,
LHB,,,,HRH2,,,,
LHB,,,,AVPR2,,,,
LHB,,,,CALCR,,,,
LHB,,,,MC4R,,,,
LHB,,,,MC5R,,,,
LHB,,,,HTR7,,,,
LHB,,,,CRHR1,,,,
LHB,,,,VIPR2,,,,
LHB,,,,MC3R,,,,
LHB,,,,GLP1R,,,,
LHB,,,,GCGR,,,,
LHB,,,,SCTR,,,,
LHB,,,,GIPR,,,,
LHB,,,,PTH2R,,,,
LHB,,,,HTR6,,,,
LHB,,,,MC2R,,,,
LHB,,,,MC1R,,,,
LHB,,,,GHRHR,,,,
LHB,,,,CRHR2,,,,
LHB,,,,HTR4,,,,
LHB,,,,CALCRL,,,,
LHB,,,,NPSR1,,,,
LHB,,,,RXFP2,,,,
LHB,,,,RXFP1,,,,
CALCA,,,,LHCGR,,,,
CALCA,,,,FSHR,,,,
CALCA,,,,HRH2,,,,
CALCA,,,,AVPR2,,,,
CALCA,,,,MC4R,,,,
CALCA,,,,MC5R,,,,
CALCA,,,,HTR7,,,,
CALCA,,,,CRHR1,,,,
CALCA,,,,VIPR2,,,,
CALCA,,,,MC3R,,,,
CALCA,,,,GLP1R,,,,
CALCA,,,,GCGR,,,,
CALCA,,,,SCTR,,,,
CALCA,,,,GIPR,,,,
CALCA,,,,PTH2R,,,,
CALCA,,,,HTR6,,,,
CALCA,,,,MC2R,,,,
CALCA,,,,MC1R,,,,
CALCA,,,,GHRHR,,,,
CALCA,,,,CRHR2,,,,
CALCA,,,,HTR4,,,,
CALCA,,,,NPSR1,,,,
CALCA,,,,RXFP2,,,,
CALCA,,,,RXFP1,,,,
PTH,,,,LHCGR,,,,
PTH,,,,FSHR,,,,
PTH,,,,HRH2,,,,
PTH,,,,CALCR,,,,
PTH,,,,MC4R,,,,
PTH,,,,CRHR1,,,,
PTH,,,,VIPR2,,,,
PTH,,,,MC3R,,,,
PTH,,,,GLP1R,,,,
PTH,,,,SCTR,,,,
PTH,,,,GIPR,,,,
PTH,,,,GHRHR,,,,
PTH,,,,CRHR2,,,,
PTH,,,,CALCRL,,,,
PTH,,,,NPSR1,,,,
GCG,,,,TACR2,,,,
GCG,,,,LHCGR,,,,
GCG,,,,FSHR,,,,
GCG,,,,EDNRB,,,,
GCG,,,,HRH2,,,,
GCG,,,,FPR2,,,,
GCG,,,,EDNRA,,,,
GCG,,,,TACR1,,,,
GCG,,,,F2R,,,,
GCG,,,,HTR2A,,,,
GCG,,,,HTR2C,,,,
GCG,,,,NMBR,,,,
GCG,,,,TACR3,,,,
GCG,,,,BDKRB2,,,,
GCG,,,,AVPR2,,,,
GCG,,,,GRPR,,,,
GCG,,,,AGTR1,,,,
GCG,,,,OXTR,,,,
GCG,,,,GNRHR,,,,
GCG,,,,CALCR,,,,
GCG,,,,NTSR1,,,,
GCG,,,,CCKAR,,,,
GCG,,,,CCKBR,,,,
GCG,,,,MC4R,,,,
GCG,,,,MC5R,,,,
GCG,,,,HTR7,,,,
GCG,,,,TRHR,,,,
GCG,,,,CRHR1,,,,
GCG,,,,HRH1,,,,
GCG,,,,AVPR1A,,,,
GCG,,,,VIPR2,,,,
GCG,,,,HTR2B,,,,
GCG,,,,MC3R,,,,
GCG,,,,XCR1,,,,
GCG,,,,BDKRB1,,,,
GCG,,,,SCTR,,,,
GCG,,,,AVPR1B,,,,
GCG,,,,PTH2R,,,,
GCG,,,,HTR6,,,,
GCG,,,,F2RL1,,,,
GCG,,,,MC2R,,,,
GCG,,,,MC1R,,,,
GCG,,,,GHRHR,,,,
GCG,,,,CRHR2,,,,
GCG,,,,HTR4,,,,
GCG,,,,CALCRL,,,,
GCG,,,,NPSR1,,,,
GCG,,,,PROKR2,,,,
GCG,,,,PROKR1,,,,
GCG,,,,RXFP2,,,,
GCG,,,,LPAR1,,,,
GCG,,,,GHSR,,,,
GCG,,,,KISS1R,,,,
GCG,,,,QRFPR,,,,
GCG,,,,F2RL3,,,,
GCG,,,,LPAR4,,,,
GCG,,,,MCHR1,,,,
GCG,,,,NMUR2,,,,
GCG,,,,NPFFR1,,,,
GCG,,,,NMUR1,,,,
GCG,,,,LPAR2,,,,
GCG,,,,RXFP1,,,,
GCG,,,,UTS2R,,,,
GCG,,,,NPFFR2,,,,
VIP,,,,LHCGR,,,,
VIP,,,,FSHR,,,,
VIP,,,,HRH2,,,,
VIP,,,,AVPR2,,,,
VIP,,,,CALCR,,,,
VIP,,,,MC4R,,,,
VIP,,,,MC5R,,,,
VIP,,,,HTR7,,,,
VIP,,,,CRHR1,,,,
VIP,,,,MC3R,,,,
VIP,,,,GLP1R,,,,
VIP,,,,GCGR,,,,
VIP,,,,GIPR,,,,
VIP,,,,PTH2R,,,,
VIP,,,,HTR6,,,,
VIP,,,,MC2R,,,,
VIP,,,,MC1R,,,,
VIP,,,,GHRHR,,,,
VIP,,,,CRHR2,,,,
VIP,,,,HTR4,,,,
VIP,,,,CALCRL,,,,
VIP,,,,NPSR1,,,,
VIP,,,,RXFP2,,,,
VIP,,,,RXFP1,,,,
GHRH,,,,LHCGR,,,,
GHRH,,,,FSHR,,,,
GHRH,,,,HRH2,,,,
GHRH,,,,AVPR2,,,,
GHRH,,,,CALCR,,,,
GHRH,,,,MC4R,,,,
GHRH,,,,MC5R,,,,
GHRH,,,,HTR7,,,,
GHRH,,,,CRHR1,,,,
GHRH,,,,MC3R,,,,
GHRH,,,,GLP1R,,,,
GHRH,,,,GCGR,,,,
GHRH,,,,SCTR,,,,
GHRH,,,,GIPR,,,,
GHRH,,,,PTH2R,,,,
GHRH,,,,HTR6,,,,
GHRH,,,,MC2R,,,,
GHRH,,,,MC1R,,,,
GHRH,,,,CRHR2,,,,
GHRH,,,,HTR4,,,,
GHRH,,,,CALCRL,,,,
GHRH,,,,NPSR1,,,,
GHRH,,,,RXFP2,,,,
GHRH,,,,RXFP1,,,,
PPY,,,,HTR1A,,,,
PPY,,,,FPR1,,,,
PPY,,,,C5AR1,,,,
PPY,,,,CXCR1,,,,
PPY,,,,CXCR2,,,,
PPY,,,,FPR2,,,,
PPY,,,,ACKR3,,,,
PPY,,,,HTR1D,,,,
PPY,,,,HTR1B,,,,
PPY,,,,BDKRB2,,,,
PPY,,,,SSTR1,,,,
PPY,,,,SSTR2,,,,
PPY,,,,HTR1F,,,,
PPY,,,,SSTR4,,,,
PPY,,,,CCR1,,,,
PPY,,,,CCR7,,,,
PPY,,,,CXCR5,,,,
PPY,,,,SSTR3,,,,
PPY,,,,SSTR5,,,,
PPY,,,,OPRM1,,,,
PPY,,,,APLNR,,,,
PPY,,,,OPRD1,,,,
PPY,,,,OPRK1,,,,
PPY,,,,OPRL1,,,,
PPY,,,,CCR2,,,,
PPY,,,,CCR10,,,,
PPY,,,,BDKRB1,,,,
PPY,,,,GALR1,,,,
PPY,,,,HTR5A,,,,
PPY,,,,NPBWR1,,,,
PPY,,,,MTNR1B,,,,
PPY,,,,CXCR3,,,,
PPY,,,,AGTR2,,,,
PPY,,,,CCR3,,,,
PPY,,,,CCR4,,,,
PPY,,,,CCR5,,,,
PPY,,,,CCR6,,,,
PPY,,,,CCR8,,,,
PPY,,,,CCR9,,,,
PPY,,,,CXCR4,,,,
PPY,,,,GRM4,,,,
PPY,,,,P2RY14,,,,
PPY,,,,C3AR1,,,,
PPY,,,,RXFP4,,,,
PPY,,,,LPAR1,,,,
PPY,,,,MCHR1,,,,
PPY,,,,NMUR2,,,,
PPY,,,,HRH4,,,,
PPY,,,,NMUR1,,,,
PPY,,,,LPAR2,,,,
PPY,,,,RXFP3,,,,
PPY,,,,HRH3,,,,
PPY,,,,PTGDR2,,,,
NPY,,,,HTR1A,,,,
NPY,,,,FPR1,,,,
NPY,,,,C5AR1,,,,
NPY,,,,CXCR1,,,,
NPY,,,,CXCR2,,,,
NPY,,,,FPR2,,,,
NPY,,,,ACKR3,,,,
NPY,,,,HTR1D,,,,
NPY,,,,HTR1B,,,,
NPY,,,,BDKRB2,,,,
NPY,,,,SSTR1,,,,
NPY,,,,SSTR2,,,,
NPY,,,,HTR1F,,,,
NPY,,,,SSTR4,,,,
NPY,,,,CCR1,,,,
NPY,,,,CCR7,,,,
NPY,,,,CXCR5,,,,
NPY,,,,SSTR3,,,,
NPY,,,,SSTR5,,,,
NPY,,,,OPRM1,,,,
NPY,,,,APLNR,,,,
NPY,,,,OPRD1,,,,
NPY,,,,OPRK1,,,,
NPY,,,,OPRL1,,,,
NPY,,,,CCR2,,,,
NPY,,,,CCR10,,,,
NPY,,,,BDKRB1,,,,
NPY,,,,GALR1,,,,
NPY,,,,HTR5A,,,,
NPY,,,,NPBWR1,,,,
NPY,,,,MTNR1B,,,,
NPY,,,,CXCR3,,,,
NPY,,,,AGTR2,,,,
NPY,,,,CCR3,,,,
NPY,,,,CCR4,,,,
NPY,,,,CCR5,,,,
NPY,,,,CCR6,,,,
NPY,,,,CCR8,,,,
NPY,,,,CCR9,,,,
NPY,,,,CXCR4,,,,
NPY,,,,GRM4,,,,
NPY,,,,P2RY14,,,,
NPY,,,,C3AR1,,,,
NPY,,,,RXFP4,,,,
NPY,,,,LPAR1,,,,
NPY,,,,MCHR1,,,,
NPY,,,,NMUR2,,,,
NPY,,,,HRH4,,,,
NPY,,,,NMUR1,,,,
NPY,,,,LPAR2,,,,
NPY,,,,RXFP3,,,,
NPY,,,,HRH3,,,,
NPY,,,,PTGDR2,,,,
GAST,,,,TACR2,,,,
GAST,,,,EDNRB,,,,
GAST,,,,FPR2,,,,
GAST,,,,EDNRA,,,,
GAST,,,,TACR1,,,,
GAST,,,,F2R,,,,
GAST,,,,HTR2A,,,,
GAST,,,,HTR2C,,,,
GAST,,,,NMBR,,,,
GAST,,,,TACR3,,,,
GAST,,,,BDKRB2,,,,
GAST,,,,GRPR,,,,
GAST,,,,AGTR1,,,,
GAST,,,,OXTR,,,,
GAST,,,,GNRHR,,,,
GAST,,,,NTSR1,,,,
GAST,,,,TRHR,,,,
GAST,,,,HRH1,,,,
GAST,,,,AVPR1A,,,,
GAST,,,,HTR2B,,,,
GAST,,,,XCR1,,,,
GAST,,,,BDKRB1,,,,
GAST,,,,GCGR,,,,
GAST,,,,AVPR1B,,,,
GAST,,,,F2RL1,,,,
GAST,,,,NPSR1,,,,
GAST,,,,PROKR2,,,,
GAST,,,,PROKR1,,,,
GAST,,,,LPAR1,,,,
GAST,,,,GHSR,,,,
GAST,,,,KISS1R,,,,
GAST,,,,QRFPR,,,,
GAST,,,,F2RL3,,,,
GAST,,,,LPAR4,,,,
GAST,,,,MCHR1,,,,
GAST,,,,NMUR2,,,,
GAST,,,,NPFFR1,,,,
GAST,,,,NMUR1,,,,
GAST,,,,LPAR2,,,,
GAST,,,,UTS2R,,,,
GAST,,,,NPFFR2,,,,
LTA,,,,TRAF2,,,,
APOE,,,,TYRO3,,,,
FN1,,,,TFRC,,,,
FN1,,,,RPSA,,,,
FN1,,,,IGF2R,,,,
FN1,,,,DDR1,,,,
PPBP,,,,HTR1A,,,,
PPBP,,,,FPR2,,,,
PPBP,,,,ACKR3,,,,
PPBP,,,,CCR1,,,,
PPBP,,,,CCR7,,,,
PPBP,,,,OPRM1,,,,
PPBP,,,,APLNR,,,,
PPBP,,,,OPRD1,,,,
PPBP,,,,OPRK1,,,,
PPBP,,,,CCR2,,,,
PPBP,,,,BDKRB1,,,,
PPBP,,,,MTNR1B,,,,
PPBP,,,,AGTR2,,,,
PPBP,,,,CCR6,,,,
PPBP,,,,CXCR4,,,,
PPBP,,,,GRM4,,,,
PPBP,,,,LPAR1,,,,
PPBP,,,,LPAR2,,,,
PPBP,,,,HRH3,,,,
PF4,,,,HTR1A,,,,
PF4,,,,FPR2,,,,
PF4,,,,ACKR3,,,,
PF4,,,,CCR1,,,,
PF4,,,,CCR7,,,,
PF4,,,,OPRM1,,,,
PF4,,,,APLNR,,,,
PF4,,,,OPRD1,,,,
PF4,,,,OPRK1,,,,
PF4,,,,CCR2,,,,
PF4,,,,BDKRB1,,,,
PF4,,,,MTNR1B,,,,
PF4,,,,AGTR2,,,,
PF4,,,,CCR6,,,,
PF4,,,,CXCR4,,,,
PF4,,,,GRM4,,,,
PF4,,,,LPAR1,,,,
PF4,,,,LPAR2,,,,
PF4,,,,HRH3,,,,
CXCL10,,,,HTR1A,,,,
CXCL10,,,,FPR2,,,,
CXCL10,,,,ACKR3,,,,
CXCL10,,,,CCR1,,,,
CXCL10,,,,CCR7,,,,
CXCL10,,,,OPRM1,,,,
CXCL10,,,,APLNR,,,,
CXCL10,,,,OPRD1,,,,
CXCL10,,,,OPRK1,,,,
