L1,L2,R1,R2,R3
CYR61,,ITGA5,,
CYR61,,ITGAM,,
CYR61,,ITGB2,,
CYR61,,ITGB3,,
DUSP18,,CD151,,
DUSP18,,ITGA2,,
DUSP18,,ITGA6,,
DUSP18,,ITGA7,,
DUSP18,,ITGB1,,
DUSP18,,ITGB4,,
DUSP18,,RPSA,,
NOV,,NOTCH1,,
SAA3,,IGF1R,,
SAA2,,IGF1R,,
M-SAA3.2,,IGF1R,,
RSPO2,,JMJD6,,
CTGF,,FGFR3,,
CTGF,,FGFR2,,
GDF9,,KIT,,
CTGF,,LRP1,,
CTGF,,ERBB4,,
CTGF,,EGFR,,
PDGFB,,NRP1,,
EFNB2,,SDC2,,
DKK1,,KIT,,
FGF1,,GPC1,,
FGF1,,SDC4,,
FGF1,,SDC2,,
WNT3,,TRAF2,,
TNF,,DAG1,,
GSTP1,,NTRK1,,
RTN4,,NTRK1,,
CALR,,NTRK1,,
EFNB2,,SDC1,,
EFNB2,,LRP6,,
EFNB2,,INSR,,
EFNB2,,LRP8,,
JAG2,,INSR,,
JAG2,,LRP8,,
EFNB1,,LRP8,,
ANXA1,,LOC100337226,,
NDP,,LRP5,,
RTN4,,ROR2,,
LAMB1,,SDC2,,
LAMB1,,SDC1,,
TF,,SDC1,,
ARF1,,FAS,,
CALR,,FAS,,
UTS2,,FAS,,
LAMB1,,FAS,,
ANXA1,,HMMR,,
ARF1,,LRP5,,
ARF1,,HMMR,,
GSTP1,,LRP5,,
GSTP1,,FAS,,
GSTP1,,HMMR,,
CALR,,LRP5,,
CALR,,HMMR,,
ANXA1,,LIFR,,
ANXA1,,DDR2,,
RTN4,,EPHA2,,
RTN4,,FZD6,,
RTN4,,EPHA7,,
ARF1,,CD44,,
CALR,,CD44,,
EPGN,,ERBB4,,
APP,,TGFBR2,,
WNT4,,LRP6,,
WNT11,,LRP6,,
WNT1,,NOTCH1,,
RSPO2,,SDC4,,
TNFSF14,,TRAF2,,
ADAM17,,IL1R2,,
GZMB,,FGFR1,,
WNT4,,LRP5,,
IL22,,IFNAR2,,
WNT7A,,LRP5,,
IL10,,IFNAR2,,
CNTF,,CRLF1,,
ANGPT2,,ITGA5,,
APP,,SDC1,,
APP,,KDR,,
APP,,PROKR1,,
SPP1,,SDC1,,
CTSG,,SDC1,,
LOC509956,,SDC1,,
SERPINA1,,SDC2,,
HSP90B1,,TNFRSF1B,,
GZMB,,NOTCH1,,
TGFB3,,SDC4,,
CCL22,,CCR7,,
WNT1,,CD36,,
LOC616364,,ACKR4,,
LOC525415,,ACKR4,,
CTSG,,CXCR4,,
LOC509956,,CXCR4,,
CCL4,,ACKR4,,
PROS1,,RPSA,,
LOC509956,,F2RL1,,
CCL1,,CCR1,,
GSTP1,,IL7R,,
VEGFA,,PTPRB,,
TF,,IL7R,,
CYR61,,ITGB5,,
CYR61,,ITGAV,,
VEGFA,,PTPRZ1,,
CORT,,CXCR6,,
CORT,,CXCR2,,
CORT,,CXCR7,,
CORT,,NPY1R,,
CORT,,CCR1,,
CORT,,CCR7,,
CORT,,OPRM1,,
CORT,,OPRD1,,
CORT,,OPRK1,,
CORT,,CCR2,,
CORT,,CCR10,,
CORT,,GALR1,,
CORT,,NPBWR1,,
CORT,,NPY2R,,
CORT,,CXCR3,,
CORT,,CCR3,,
CORT,,CCR9,,
CORT,,CXCR4,,
CORT,,P2RY14,,
CORT,,NPY5R,,
CORT,,LPAR1,,
CORT,,MCHR1,,
CORT,,LPAR2,,
AGRN,,LRP8,,
CCL21,,CXCR2,,
CCL21,,CXCR7,,
CCL21,,NPY1R,,
CCL21,,OPRM1,,
CCL21,,OPRD1,,
CCL21,,OPRK1,,
CCL21,,CCR2,,
CCL21,,GALR1,,
CCL21,,NPBWR1,,
CCL21,,NPY2R,,
CCL21,,CCR3,,
CCL21,,CCR9,,
CCL21,,CXCR4,,
CCL21,,P2RY14,,
CCL21,,NPY5R,,
CCL21,,LPAR1,,
CCL21,,MCHR1,,
CCL21,,LPAR2,,
NTN3,,TGFBR1,,
NTN3,,NOTCH1,,
NTN3,,NOTCH2,,
NTN3,,PTCH1,,
NTN3,,ACVR1C,,
NTN3,,NOTCH3,,
NTN3,,PTCH2,,
CXCL11,,CXCR2,,
CXCL11,,NPY1R,,
CXCL11,,CCR1,,
CXCL11,,CCR7,,
CXCL11,,OPRM1,,
CXCL11,,OPRD1,,
CXCL11,,OPRK1,,
CXCL11,,CCR2,,
CXCL11,,CCR10,,
CXCL11,,GALR1,,
CXCL11,,NPBWR1,,
CXCL11,,NPY2R,,
CXCL11,,CCR9,,
CXCL11,,CXCR4,,
CXCL11,,P2RY14,,
CXCL11,,NPY5R,,
CXCL11,,LPAR1,,
CXCL11,,MCHR1,,
CXCL11,,LPAR2,,
TNFSF11,,TRAF2,,
NPFF,,EDNRA,,
NPFF,,F2R,,
NPFF,,NMBR,,
NPFF,,GRPR,,
NPFF,,AGTR1,,
NPFF,,OXTR,,
NPFF,,CCKBR,,
NPFF,,HRH1,,
NPFF,,HTR2B,,
NPFF,,F2RL1,,
NPFF,,LPAR1,,
NPFF,,QRFPR,,
NPFF,,MCHR1,,
NPFF,,LPAR2,,
CCL25,,GALR2,,
CCL25,,GALR3,,
CCL25,,HTR1A,,
CCL25,,C5AR1,,
CCL25,,CXCR2,,
CCL25,,CXCR7,,
CCL25,,NPY1R,,
CCL25,,HTR1D,,
CCL25,,HTR1B,,
CCL25,,BDKRB2,,
CCL25,,SSTR1,,
CCL25,,SSTR2,,
CCL25,,HTR1F,,
CCL25,,CCR1,,
CCL25,,CCR7,,
CCL25,,CXCR5,,
CCL25,,SSTR3,,
CCL25,,SSTR5,,
CCL25,,OPRM1,,
CCL25,,OPRD1,,
CCL25,,OPRK1,,
CCL25,,OPRL1,,
CCL25,,CCR2,,
CCL25,,BDKRB1,,
CCL25,,GALR1,,
CCL25,,HTR5A,,
CCL25,,NPBWR1,,
CCL25,,NPY2R,,
CCL25,,MTNR1B,,
CCL25,,CXCR3,,
CCL25,,AGTR2,,
CCL25,,CCR3,,
CCL25,,CCR4,,
CCL25,,CCR5,,
CCL25,,CCR6,,
CCL25,,CCR8,,
CCL25,,CXCR4,,
CCL25,,GRM4,,
CCL25,,P2RY14,,
CCL25,,NPY5R,,
CCL25,,C3AR1,,
CCL25,,RXFP4,,
CCL25,,LPAR1,,
CCL25,,MCHR1,,
CCL25,,NMUR2,,
CCL25,,HRH4,,
CCL25,,NMUR1,,
CCL25,,LPAR2,,
CCL25,,RXFP3,,
CCL25,,HRH3,,
DHH,,SMO,,
TNFSF12,,TRAF2,,
HCRT,,EDNRA,,
HCRT,,F2R,,
HCRT,,NMBR,,
HCRT,,GRPR,,
HCRT,,AGTR1,,
HCRT,,OXTR,,
HCRT,,CCKBR,,
HCRT,,HRH1,,
HCRT,,HTR2B,,
HCRT,,F2RL1,,
HCRT,,LPAR1,,
HCRT,,QRFPR,,
HCRT,,MCHR1,,
HCRT,,LPAR2,,
EFNA2,,EPHB2,,
EFNA2,,TGFBR1,,
EFNA2,,EPHB3,,
EFNA2,,EPHB4,,
EFNA2,,EPHB1,,
CXCL13,,CXCR2,,
CXCL13,,CXCR7,,
CXCL13,,NPY1R,,
CXCL13,,CCR1,,
CXCL13,,CCR7,,
CXCL13,,OPRM1,,
CXCL13,,OPRK1,,
CXCL13,,CCR2,,
CXCL13,,GALR1,,
CXCL13,,NPBWR1,,
CXCL13,,NPY2R,,
CXCL13,,CCR3,,
CXCL13,,CCR9,,
CXCL13,,CXCR4,,
CXCL13,,P2RY14,,
CXCL13,,NPY5R,,
CXCL13,,LPAR1,,
CXCL13,,MCHR1,,
CXCL13,,LPAR2,,
SLIT2,,PTCH1,,
GDF11,,TGFBR1,,
GDF11,,ACVR1C,,
UTS2,,EDNRA,,
UTS2,,F2R,,
UTS2,,NMBR,,
UTS2,,GRPR,,
UTS2,,AGTR1,,
UTS2,,OXTR,,
UTS2,,CCKBR,,
UTS2,,HRH1,,
UTS2,,HTR2B,,
UTS2,,F2RL1,,
UTS2,,LPAR1,,
UTS2,,QRFPR,,
UTS2,,MCHR1,,
UTS2,,LPAR2,,
NTN1,,ITGB4,,
NTN1,,ITGA6,,
NTN1,,TGFBR1,,
NTN1,,NOTCH1,,
NTN1,,NOTCH2,,
NTN1,,PTCH1,,
NTN1,,ACVR1C,,
NTN1,,NOTCH3,,
NTN1,,PTCH2,,
F2,,EDNRA,,
F2,,NMBR,,
F2,,GRPR,,
F2,,AGTR1,,
F2,,CCKBR,,
F2,,HRH1,,
F2,,HTR2B,,
F2,,LPAR1,,
F2,,QRFPR,,
F2,,MCHR1,,
F2,,LPAR2,,
PLG,,MET,,
PLAU,,CD44,,
A2M,,TYRO3,,
C3,,CXCR2,,
C3,,CXCR7,,
C3,,NPY1R,,
C3,,CCR1,,
C3,,CCR7,,
C3,,OPRM1,,
C3,,OPRD1,,
C3,,OPRK1,,
C3,,CCR2,,
C3,,CCR10,,
C3,,GALR1,,
C3,,NPBWR1,,
C3,,NPY2R,,
C3,,CXCR3,,
C3,,CCR3,,
C3,,CCR9,,
C3,,CXCR4,,
C3,,P2RY14,,
C3,,NPY5R,,
C3,,LPAR1,,
C3,,MCHR1,,
C3,,LPAR2,,
C5,,CXCR2,,
C5,,CXCR7,,
C5,,NPY1R,,
C5,,CCR1,,
C5,,CCR7,,
C5,,OPRM1,,
C5,,OPRD1,,
C5,,OPRK1,,
C5,,CCR2,,
C5,,CCR10,,
C5,,GALR1,,
C5,,NPBWR1,,
C5,,NPY2R,,
C5,,CXCR3,,
C5,,CCR3,,
C5,,CCR9,,
C5,,CXCR4,,
C5,,P2RY14,,
C5,,NPY5R,,
C5,,LPAR1,,
C5,,MCHR1,,
C5,,LPAR2,,
KNG1,,CXCR2,,
KNG1,,EDNRA,,
KNG1,,CXCR7,,
KNG1,,F2R,,
KNG1,,NPY1R,,
KNG1,,NMBR,,
KNG1,,GRPR,,
KNG1,,AGTR1,,
KNG1,,OXTR,,
KNG1,,CCKBR,,
KNG1,,CCR1,,
KNG1,,CCR7,,
KNG1,,OPRM1,,
KNG1,,OPRD1,,
KNG1,,OPRK1,,
KNG1,,HTR2B,,
KNG1,,CCR2,,
KNG1,,CCR10,,
KNG1,,GALR1,,
KNG1,,NPBWR1,,
KNG1,,NPY2R,,
KNG1,,CXCR3,,
KNG1,,CCR3,,
KNG1,,CCR9,,
KNG1,,F2RL1,,
KNG1,,CXCR4,,
KNG1,,P2RY14,,
KNG1,,NPY5R,,
KNG1,,LPAR1,,
KNG1,,QRFPR,,
KNG1,,MCHR1,,
KNG1,,LPAR2,,
EGF,,TFRC,,
EGF,,IGF2R,,
EGF,,FZD4,,
TGFB1,,BAMBI,,
NGF,,NCSTN,,
GNRH1,,EDNRA,,
GNRH1,,F2R,,
GNRH1,,NMBR,,
GNRH1,,GRPR,,
GNRH1,,AGTR1,,
GNRH1,,OXTR,,
GNRH1,,CCKBR,,
GNRH1,,HRH1,,
GNRH1,,HTR2B,,
GNRH1,,F2RL1,,
GNRH1,,LPAR1,,
GNRH1,,QRFPR,,
GNRH1,,MCHR1,,
GNRH1,,LPAR2,,
OXT,,EDNRA,,
OXT,,F2R,,
OXT,,NMBR,,
OXT,,GRPR,,
OXT,,AGTR1,,
OXT,,CCKBR,,
OXT,,HRH1,,
OXT,,HTR2B,,
OXT,,F2RL1,,
OXT,,LPAR1,,
OXT,,QRFPR,,
OXT,,MCHR1,,
OXT,,LPAR2,,
AVP,,TFRC,,
AVP,,IGF2R,,
AVP,,EDNRA,,
AVP,,F2R,,
AVP,,NMBR,,
AVP,,GRPR,,
AVP,,AGTR1,,
AVP,,CALCR,,
AVP,,CCKBR,,
AVP,,MC4R,,
AVP,,MC5R,,
AVP,,CRHR1,,
AVP,,HRH1,,
AVP,,HTR2B,,
AVP,,MC3R,,
AVP,,F2RL1,,
AVP,,MC2R,,
AVP,,MC1R,,
AVP,,CRHR2,,
AVP,,CALCRL,,
AVP,,LPAR1,,
AVP,,QRFPR,,
AVP,,MCHR1,,
AVP,,LPAR2,,
AVP,,FZD4,,
POMC,,HTR1A,,
POMC,,C5AR1,,
POMC,,LHCGR,,
POMC,,FSHR,,
POMC,,LOC521257,,
POMC,,CXCR2,,
POMC,,CXCR7,,
POMC,,NPY1R,,
POMC,,HTR1D,,
POMC,,HTR1B,,
POMC,,BDKRB2,,
POMC,,AVPR2,,
POMC,,SSTR1,,
POMC,,SSTR2,,
POMC,,HTR1F,,
POMC,,CALCR,,
POMC,,CCR1,,
POMC,,CCR7,,
POMC,,CXCR5,,
POMC,,SSTR3,,
POMC,,HTR7,,
POMC,,CRHR1,,
POMC,,SSTR5,,
POMC,,VIPR2,,
POMC,,CCR2,,
POMC,,GLP1R,,
POMC,,CCR10,,
POMC,,BDKRB1,,
POMC,,GALR1,,
POMC,,GCGR,,
POMC,,SCTR,,
POMC,,HTR5A,,
POMC,,NPBWR1,,
POMC,,GIPR,,
POMC,,NPY2R,,
POMC,,PTH2R,,
POMC,,MTNR1B,,
POMC,,CXCR3,,
POMC,,AGTR2,,
POMC,,HTR6,,
POMC,,CCR3,,
POMC,,CCR4,,
POMC,,CCR5,,
POMC,,CCR6,,
POMC,,CCR8,,
POMC,,CCR9,,
POMC,,CXCR4,,
POMC,,GHRHR,,
POMC,,CRHR2,,
POMC,,HTR4,,
POMC,,GRM4,,
POMC,,P2RY14,,
POMC,,NPY5R,,
POMC,,C3AR1,,
POMC,,CALCRL,,
POMC,,NPSR1,,
POMC,,RXFP4,,
POMC,,RXFP2,,
POMC,,LPAR1,,
POMC,,MCHR1,,
POMC,,NMUR2,,
POMC,,HRH4,,
POMC,,NMUR1,,
POMC,,LPAR2,,
POMC,,RXFP1,,
POMC,,RXFP3,,
POMC,,HRH3,,
PENK,,HTR1A,,
PENK,,C5AR1,,
PENK,,CXCR2,,
PENK,,CXCR7,,
PENK,,NPY1R,,
PENK,,HTR1D,,
PENK,,HTR1B,,
PENK,,BDKRB2,,
PENK,,SSTR1,,
PENK,,SSTR2,,
PENK,,HTR1F,,
PENK,,CCR1,,
PENK,,CCR7,,
PENK,,CXCR5,,
PENK,,SSTR3,,
PENK,,SSTR5,,
PENK,,CCR2,,
PENK,,CCR10,,
PENK,,BDKRB1,,
PENK,,GALR1,,
PENK,,HTR5A,,
PENK,,NPBWR1,,
PENK,,NPY2R,,
PENK,,MTNR1B,,
PENK,,CXCR3,,
PENK,,AGTR2,,
PENK,,CCR3,,
PENK,,CCR4,,
PENK,,CCR5,,
PENK,,CCR6,,
PENK,,CCR8,,
PENK,,CCR9,,
PENK,,CXCR4,,
PENK,,GRM4,,
PENK,,P2RY14,,
PENK,,NPY5R,,
PENK,,C3AR1,,
PENK,,RXFP4,,
PENK,,LPAR1,,
PENK,,MCHR1,,
PENK,,NMUR2,,
PENK,,HRH4,,
PENK,,NMUR1,,
PENK,,LPAR2,,
PENK,,RXFP3,,
PENK,,HRH3,,
PDYN,,CXCR2,,
PDYN,,CXCR7,,
PDYN,,NPY1R,,
PDYN,,CCR1,,
PDYN,,CCR7,,
PDYN,,CCR2,,
PDYN,,CCR10,,
PDYN,,GALR1,,
PDYN,,NPBWR1,,
PDYN,,NPY2R,,
PDYN,,CXCR3,,
PDYN,,CCR3,,
PDYN,,CCR9,,
PDYN,,CXCR4,,
PDYN,,P2RY14,,
PDYN,,NPY5R,,
PDYN,,LPAR1,,
PDYN,,MCHR1,,
PDYN,,LPAR2,,
CGA,,CALCR,,
CGA,,MC4R,,
CGA,,MC5R,,
CGA,,CRHR1,,
CGA,,MC3R,,
CGA,,MC2R,,
CGA,,MC1R,,
CGA,,CRHR2,,
CGA,,CALCRL,,
TSHB,,CALCR,,
TSHB,,MC4R,,
TSHB,,MC5R,,
TSHB,,CRHR1,,
TSHB,,MC3R,,
TSHB,,MC2R,,
TSHB,,MC1R,,
TSHB,,CRHR2,,
TSHB,,CALCRL,,
FSHB,,CALCR,,
FSHB,,MC4R,,
FSHB,,MC5R,,
FSHB,,CRHR1,,
FSHB,,MC3R,,
FSHB,,MC2R,,
FSHB,,MC1R,,
FSHB,,CRHR2,,
FSHB,,CALCRL,,
LHB,,CALCR,,
LHB,,MC4R,,
LHB,,MC5R,,
LHB,,CRHR1,,
LHB,,MC3R,,
LHB,,MC2R,,
LHB,,MC1R,,
LHB,,CRHR2,,
LHB,,CALCRL,,
CALCA,,MC4R,,
CALCA,,MC5R,,
CALCA,,CRHR1,,
CALCA,,MC3R,,
CALCA,,MC2R,,
CALCA,,MC1R,,
CALCA,,CRHR2,,
PTH,,CALCR,,
PTH,,MC4R,,
PTH,,MC5R,,
PTH,,CRHR1,,
PTH,,MC3R,,
PTH,,MC2R,,
PTH,,MC1R,,
PTH,,CRHR2,,
PTH,,CALCRL,,
VIP,,CALCR,,
VIP,,MC4R,,
VIP,,MC5R,,
VIP,,CRHR1,,
VIP,,MC3R,,
VIP,,MC2R,,
VIP,,MC1R,,
VIP,,CRHR2,,
VIP,,CALCRL,,
GHRH,,CALCR,,
GHRH,,MC4R,,
GHRH,,MC5R,,
GHRH,,CRHR1,,
GHRH,,MC3R,,
GHRH,,MC2R,,
GHRH,,MC1R,,
GHRH,,CRHR2,,
GHRH,,CALCRL,,
PPY,,CXCR2,,
PPY,,CXCR7,,
PPY,,CCR1,,
PPY,,CCR7,,
PPY,,OPRM1,,
PPY,,OPRD1,,
PPY,,OPRK1,,
PPY,,CCR2,,
PPY,,CCR10,,
PPY,,GALR1,,
PPY,,NPBWR1,,
PPY,,CXCR3,,
PPY,,CCR3,,
PPY,,CCR9,,
PPY,,CXCR4,,
PPY,,P2RY14,,
PPY,,LPAR1,,
PPY,,MCHR1,,
PPY,,LPAR2,,
NPY,,CXCR2,,
NPY,,CXCR7,,
NPY,,CCR1,,
NPY,,CCR7,,
NPY,,OPRM1,,
NPY,,OPRD1,,
NPY,,OPRK1,,
NPY,,CCR2,,
NPY,,CCR10,,
NPY,,GALR1,,
NPY,,NPBWR1,,
NPY,,CXCR3,,
NPY,,CCR3,,
NPY,,CCR9,,
NPY,,CXCR4,,
NPY,,P2RY14,,
NPY,,LPAR1,,
NPY,,MCHR1,,
NPY,,LPAR2,,
GAST,,TACR2,,
GAST,,EDNRB,,
GAST,,EDNRA,,
GAST,,TACR1,,
GAST,,F2R,,
GAST,,HTR2A,,
GAST,,HTR2C,,
GAST,,NMBR,,
GAST,,TACR3,,
GAST,,BDKRB2,,
GAST,,GRPR,,
GAST,,AGTR1,,
GAST,,OXTR,,
GAST,,GNRHR,,
GAST,,NTSR1,,
GAST,,TRHR,,
GAST,,HRH1,,
GAST,,AVPR1A,,
GAST,,HTR2B,,
GAST,,XCR1,,
GAST,,BDKRB1,,
GAST,,GCGR,,
GAST,,AVPR1B,,
GAST,,F2RL1,,
GAST,,NPSR1,,
GAST,,PROKR2,,
GAST,,PROKR1,,
GAST,,LPAR1,,
GAST,,GHSR,,
GAST,,KISS1R,,
GAST,,QRFPR,,
GAST,,F2RL3,,
GAST,,LPAR4,,
GAST,,MCHR1,,
GAST,,NMUR2,,
GAST,,NPFFR1,,
GAST,,NMUR1,,
GAST,,LPAR2,,
GAST,,UTS2R,,
GAST,,NPFFR2,,
LTA,,TRAF2,,
APOE,,TYRO3,,
PF4,,CXCR7,,
PF4,,NPY1R,,
PF4,,CCR1,,
PF4,,CCR7,,
PF4,,OPRM1,,
PF4,,OPRD1,,
PF4,,OPRK1,,
PF4,,CCR2,,
PF4,,CCR10,,
PF4,,GALR1,,
PF4,,NPBWR1,,
PF4,,NPY2R,,
PF4,,CCR9,,
PF4,,CXCR4,,
PF4,,P2RY14,,
PF4,,NPY5R,,
PF4,,LPAR1,,
PF4,,MCHR1,,
PF4,,LPAR2,,
CXCL10,,HTR1A,,
CXCL10,,C5AR1,,
CXCL10,,CXCR2,,
CXCL10,,CXCR7,,
CXCL10,,NPY1R,,
CXCL10,,HTR1D,,
CXCL10,,HTR1B,,
CXCL10,,BDKRB2,,
CXCL10,,SSTR1,,
CXCL10,,SSTR2,,
CXCL10,,HTR1F,,
CXCL10,,CCR1,,
CXCL10,,CCR7,,
CXCL10,,CXCR5,,
CXCL10,,SSTR3,,
CXCL10,,SSTR5,,
CXCL10,,OPRM1,,
CXCL10,,OPRD1,,
CXCL10,,OPRK1,,
CXCL10,,OPRL1,,
CXCL10,,CCR2,,
CXCL10,,CCR10,,
CXCL10,,BDKRB1,,
CXCL10,,GALR1,,
CXCL10,,HTR5A,,
CXCL10,,NPBWR1,,
CXCL10,,NPY2R,,
CXCL10,,MTNR1B,,
CXCL10,,AGTR2,,
CXCL10,,CCR4,,
CXCL10,,CCR5,,
CXCL10,,CCR6,,
CXCL10,,CCR8,,
CXCL10,,CCR9,,
CXCL10,,CXCR4,,
CXCL10,,GRM4,,
CXCL10,,P2RY14,,
CXCL10,,NPY5R,,
CXCL10,,C3AR1,,
CXCL10,,RXFP4,,
CXCL10,,LPAR1,,
CXCL10,,MCHR1,,
CXCL10,,NMUR2,,
CXCL10,,HRH4,,
CXCL10,,LPAR2,,
CXCL10,,RXFP3,,
CXCL10,,HRH3,,
TF,,IGF2R,,
TF,,AVPR2,,
TF,,FZD4,,
LTF,,NTRK1,,
ANXA1,,TACR2,,
ANXA1,,C5AR1,,
ANXA1,,EDNRB,,
ANXA1,,CXCR2,,
ANXA1,,EDNRA,,
ANXA1,,TACR1,,
ANXA1,,CXCR7,,
ANXA1,,F2R,,
ANXA1,,NPY1R,,
ANXA1,,HTR1D,,
ANXA1,,HTR1B,,
ANXA1,,HTR2A,,
ANXA1,,HTR2C,,
ANXA1,,NMBR,,
ANXA1,,TACR3,,
ANXA1,,BDKRB2,,
ANXA1,,GRPR,,
ANXA1,,AGTR1,,
ANXA1,,OXTR,,
ANXA1,,SSTR1,,
ANXA1,,SSTR2,,
ANXA1,,HTR1F,,
ANXA1,,GNRHR,,
ANXA1,,NTSR1,,
ANXA1,,CCKAR,,
ANXA1,,CCKBR,,
ANXA1,,CCR1,,
ANXA1,,CCR7,,
ANXA1,,CXCR5,,
ANXA1,,SSTR3,,
ANXA1,,TRHR,,
ANXA1,,SSTR5,,
ANXA1,,HRH1,,
ANXA1,,OPRM1,,
ANXA1,,BMPR1A,,
ANXA1,,AVPR1A,,
ANXA1,,OPRD1,,
ANXA1,,OPRK1,,
ANXA1,,OPRL1,,
ANXA1,,HTR2B,,
ANXA1,,CCR2,,
ANXA1,,CCR10,,
ANXA1,,XCR1,,
ANXA1,,BDKRB1,,
ANXA1,,GALR1,,
ANXA1,,GCGR,,
ANXA1,,HTR5A,,
ANXA1,,AVPR1B,,
ANXA1,,NPBWR1,,
ANXA1,,NPY2R,,
ANXA1,,MTNR1B,,
ANXA1,,CXCR3,,
ANXA1,,AGTR2,,
ANXA1,,CCR3,,
ANXA1,,CCR4,,
ANXA1,,CCR5,,
ANXA1,,CCR6,,
ANXA1,,CCR8,,
ANXA1,,CCR9,,
ANXA1,,F2RL1,,
ANXA1,,CXCR4,,
ANXA1,,GRM4,,
ANXA1,,P2RY14,,
ANXA1,,NPY5R,,
ANXA1,,C3AR1,,
ANXA1,,NPSR1,,
ANXA1,,PROKR2,,
ANXA1,,PROKR1,,
ANXA1,,RXFP4,,
ANXA1,,LPAR1,,
ANXA1,,GHSR,,
ANXA1,,KISS1R,,
ANXA1,,QRFPR,,
ANXA1,,F2RL3,,
ANXA1,,LPAR4,,
ANXA1,,MCHR1,,
ANXA1,,NMUR2,,
ANXA1,,NPFFR1,,
ANXA1,,HRH4,,
ANXA1,,NMUR1,,
ANXA1,,LPAR2,,
ANXA1,,RXFP3,,
ANXA1,,UTS2R,,
ANXA1,,HRH3,,
ANXA1,,NPFFR2,,
CSF2,,IL5RA,,
VWF,,ITGB5,,
APP,,IGF1R,,
APP,,HTR1A,,
APP,,ALOX5,,
APP,,CD36,,
APP,,TACR2,,
APP,,C5AR1,,
APP,,FGFR2,,
APP,,ITGA6,,
APP,,EDNRB,,
APP,,CXCR2,,
APP,,EDNRA,,
APP,,TACR1,,
APP,,CXCR7,,
APP,,F2R,,
APP,,NPY1R,,
APP,,CNTFR,,
APP,,HTR1D,,
APP,,HTR1B,,
APP,,HTR2A,,
APP,,HTR2C,,
APP,,NMBR,,
APP,,EPHA2,,
APP,,TACR3,,
APP,,BDKRB2,,
APP,,GRPR,,
APP,,AGTR1,,
APP,,OXTR,,
APP,,SSTR1,,
APP,,SSTR2,,
APP,,HTR1F,,
APP,,GNRHR,,
APP,,NTSR1,,
APP,,CCKAR,,
APP,,CCKBR,,
APP,,CCR1,,
APP,,CCR7,,
APP,,CXCR5,,
APP,,SSTR3,,
APP,,TRHR,,
APP,,SSTR5,,
APP,,HRH1,,
APP,,OPRM1,,
APP,,AVPR1A,,
APP,,OPRD1,,
APP,,OPRK1,,
APP,,OPRL1,,
APP,,VIPR2,,
APP,,HTR2B,,
APP,,CCR2,,
APP,,CCR10,,
APP,,XCR1,,
APP,,NOTCH1,,
APP,,BDKRB1,,
APP,,GALR1,,
APP,,GCGR,,
APP,,HTR5A,,
APP,,AVPR1B,,
APP,,NPBWR1,,
APP,,NPY2R,,
APP,,MTNR1B,,
APP,,CXCR3,,
APP,,AGTR2,,
APP,,CCR3,,
APP,,CCR4,,
APP,,CCR5,,
APP,,CCR6,,
APP,,CCR8,,
APP,,CCR9,,
APP,,PDE1A,,
APP,,EPHB4,,
APP,,F2RL1,,
APP,,CXCR4,,
APP,,LRP2,,
APP,,TEK,,
APP,,CRHR2,,
APP,,GRM4,,
APP,,P2RY14,,
APP,,NPY5R,,
APP,,NTRK3,,
APP,,C3AR1,,
APP,,NPSR1,,
APP,,PROKR2,,
APP,,RXFP4,,
APP,,LPAR1,,
APP,,GHSR,,
APP,,KISS1R,,
APP,,LINGO1,,
APP,,ROBO3,,
APP,,QRFPR,,
APP,,F2RL3,,
APP,,LPAR4,,
APP,,MCHR1,,
APP,,NMUR2,,
APP,,NPFFR1,,
APP,,HRH4,,
APP,,NMUR1,,
APP,,LPAR2,,
APP,,RXFP3,,
APP,,UTS2R,,
APP,,HRH3,,
APP,,NPFFR2,,
EDN1,,TACR2,,
EDN1,,TACR1,,
EDN1,,F2R,,
EDN1,,HTR2A,,
EDN1,,NMBR,,
EDN1,,TACR3,,
EDN1,,BDKRB2,,
EDN1,,GRPR,,
EDN1,,AGTR1,,
EDN1,,OXTR,,
EDN1,,GNRHR,,
EDN1,,NTSR1,,
EDN1,,CCKAR,,
EDN1,,CCKBR,,
EDN1,,TRHR,,
EDN1,,HRH1,,
EDN1,,AVPR1A,,
EDN1,,HTR2B,,
EDN1,,XCR1,,
EDN1,,BDKRB1,,
EDN1,,GCGR,,
EDN1,,AVPR1B,,
EDN1,,F2RL1,,
EDN1,,NPSR1,,
EDN1,,PROKR2,,
EDN1,,PROKR1,,
EDN1,,LPAR1,,
EDN1,,GHSR,,
EDN1,,KISS1R,,
EDN1,,QRFPR,,
EDN1,,F2RL3,,
EDN1,,LPAR4,,
EDN1,,MCHR1,,
EDN1,,NMUR2,,
EDN1,,NPFFR1,,
EDN1,,NMUR1,,
EDN1,,LPAR2,,
EDN1,,UTS2R,,
EDN1,,NPFFR2,,
CCK,,EDNRA,,
CCK,,F2R,,
CCK,,NMBR,,
CCK,,GRPR,,
CCK,,AGTR1,,
CCK,,OXTR,,
CCK,,HRH1,,
CCK,,HTR2B,,
CCK,,F2RL1,,
CCK,,LPAR1,,
CCK,,QRFPR,,
CCK,,MCHR1,,
CCK,,LPAR2,,
THBS1,,CALCR,,
THBS1,,LRP2,,
NMB,,TACR2,,
NMB,,EDNRB,,
NMB,,EDNRA,,
NMB,,TACR1,,
NMB,,F2R,,
NMB,,HTR2A,,
NMB,,HTR2C,,
